id,codigo,fecha_hora,magnitud,profundidad,referencia,intensidades,latitud,longitud
2238,2026-0414,2026-07-04T15:50:49.000Z,3.6,40,"49 km al SO de Ocoña, Camaná - Arequipa",II-III Ocoña,-16.67,-73.49
